Speed,Altitude,Distance,Direction,Acceleration,RadarSignature,TrajectoryAngle,ObjectType,ThreatLevel
2778,3711,24,Away,11,7,83,Missile,Unknown
100,252,24,Away,1,2,21,Drone,Unknown
55,101,47,Away,3,1,10,Drone,Unknown
2549,5861,29,Away,13,5,75,Missile,Unknown
141,158,8,Towards,2,2,4,Drone,Low
945,13042,97,Away,9,9,59,Fighter,Medium
650,12828,97,Away,11,4,76,Unknown,Unknown
86,196,60,Away,4,2,5,Drone,Unknown
1643,3221,57,Away,9,9,51,Unknown,Unknown
404,4289,29,Towards,16,3,9,Unknown,Unknown
933,9099,26,Away,10,7,65,Fighter,Medium
1611,12167,6,Towards,18,5,75,Unknown,Unknown
163,2715,38,Away,3,6,33,Helicopter,Medium
1323,8794,45,Towards,20,8,70,Missile,Critical
183,1578,8,Towards,2,8,27,Helicopter,Medium
105,356,92,Away,3,3,30,Drone,Unknown
100,193,53,Away,3,3,29,Drone,Unknown
616,7409,79,Towards,20,7,26,Unknown,Unknown
105,3105,8,Away,9,10,53,Unknown,Unknown
180,2201,57,Towards,2,5,13,Helicopter,Medium
728,11117,39,Away,11,9,61,Fighter,Medium
961,12813,6,Towards,10,9,50,Fighter,Critical
259,1582,66,Away,2,5,15,Helicopter,Medium
805,12378,66,Towards,9,9,33,Fighter,Medium
1088,14303,66,Away,6,10,66,Fighter,Medium
108,455,35,Towards,2,2,19,Drone,Low
1321,3811,26,Towards,18,5,70,Missile,Critical
2403,404,56,Away,15,1,49,Unknown,Unknown
110,492,34,Towards,1,3,24,Drone,Low
2404,2042,9,Away,11,8,43,Unknown,Unknown
127,437,98,Towards,3,2,2,Drone,Low
135,292,31,Towards,1,1,19,Drone,Low
157,625,30,Towards,5,8,39,Helicopter,Medium
214,1837,32,Away,4,5,23,Helicopter,Medium
364,4276,6,Towards,5,1,3,Unknown,Unknown
177,1309,27,Towards,2,6,28,Helicopter,Medium
1687,1505,73,Away,18,6,25,Unknown,Unknown
98,412,18,Away,3,3,4,Drone,Unknown
1240,2990,88,Towards,18,2,48,Unknown,Unknown
1318,534,39,Towards,10,8,35,Unknown,Unknown
2357,2286,33,Towards,12,6,89,Missile,Critical
104,356,36,Away,2,1,9,Drone,Unknown
260,1736,63,Towards,3,8,15,Helicopter,Medium
157,2639,73,Away,2,8,30,Helicopter,Medium
1105,6092,48,Towards,13,8,27,Unknown,Unknown
854,9132,40,Towards,8,8,53,Fighter,Medium
171,2638,67,Towards,4,5,28,Helicopter,Medium
1031,12293,63,Towards,10,7,33,Fighter,High
234,715,9,Away,2,5,21,Helicopter,Medium
280,2965,18,Towards,4,7,21,Helicopter,Medium
105,393,35,Away,4,2,16,Drone,Unknown
259,578,26,Away,4,6,15,Helicopter,Medium
2096,613,16,Away,2,10,35,Unknown,Unknown
179,879,26,Away,5,8,28,Helicopter,Medium
1142,12620,26,Away,10,8,31,Fighter,Medium
925,11383,46,Towards,11,10,67,Fighter,Critical
1068,11425,23,Towards,7,7,43,Fighter,Critical
79,153,96,Away,3,1,19,Drone,Unknown
1186,9515,7,Away,10,8,36,Fighter,Medium
205,2565,85,Towards,2,6,15,Helicopter,Medium
119,367,68,Towards,4,2,21,Drone,Low
138,180,38,Towards,2,3,21,Drone,Low
2341,1163,20,Away,10,5,80,Unknown,Unknown
237,545,55,Away,4,5,33,Helicopter,Medium
199,988,41,Away,5,8,12,Helicopter,Medium
730,4017,85,Away,17,4,48,Unknown,Unknown
2604,4631,87,Towards,12,5,86,Missile,High
2171,3413,27,Away,16,8,73,Missile,Unknown
91,427,45,Towards,4,2,6,Drone,Low
197,1995,77,Away,5,5,25,Helicopter,Medium
982,13258,79,Towards,6,9,33,Fighter,High
344,14869,67,Towards,10,10,11,Unknown,Unknown
781,3597,75,Towards,18,5,11,Unknown,Unknown
105,436,18,Away,3,3,29,Drone,Unknown
1138,10816,61,Towards,11,7,64,Fighter,High
1405,11089,33,Away,4,9,3,Unknown,Unknown
2121,11827,58,Away,19,7,6,Unknown,Unknown
170,1101,47,Towards,4,8,33,Helicopter,Medium
912,13509,86,Towards,7,9,48,Fighter,High
1143,9615,42,Towards,10,10,33,Fighter,Critical
768,3144,22,Away,2,5,71,Unknown,Unknown
79,358,92,Away,4,3,23,Drone,Unknown
273,2679,39,Towards,2,5,27,Helicopter,Medium
839,8568,60,Towards,10,10,30,Fighter,Medium
151,2541,46,Away,2,6,34,Helicopter,Medium
2693,6479,9,Towards,11,7,78,Missile,Critical
83,8026,59,Away,4,6,50,Unknown,Unknown
1516,7183,20,Away,18,9,27,Unknown,Unknown
82,332,33,Towards,1,2,7,Drone,Low
213,2818,78,Away,4,8,34,Helicopter,Medium
1951,10090,56,Towards,16,7,83,Missile,High
2592,8416,25,Away,19,8,86,Missile,Unknown
104,493,14,Towards,2,1,15,Drone,Low
782,9400,16,Away,12,8,49,Fighter,Medium
835,9682,97,Towards,12,9,56,Fighter,Medium
813,10899,23,Towards,9,7,55,Fighter,Medium
277,1095,30,Towards,3,6,18,Helicopter,Medium
2634,2330,60,Towards,11,8,77,Missile,High
1487,5154,60,Away,12,5,85,Missile,Unknown
1976,7525,64,Towards,16,8,75,Missile,High
233,2101,19,Away,2,5,23,Helicopter,Medium
1061,12546,74,Towards,11,10,65,Fighter,High
193,2431,46,Away,2,5,27,Helicopter,Medium
907,11854,51,Towards,6,9,48,Fighter,High
1864,10007,24,Towards,2,8,72,Unknown,Unknown
734,9741,73,Towards,7,9,67,Fighter,Medium
2347,5906,67,Away,14,8,75,Missile,Unknown
181,1675,56,Towards,3,7,40,Helicopter,Medium
186,1156,36,Towards,2,5,31,Helicopter,Medium
262,1763,36,Away,5,7,37,Helicopter,Medium
1901,11446,37,Towards,16,7,84,Missile,Critical
121,141,94,Towards,4,3,14,Drone,Low
120,190,67,Away,3,3,19,Drone,Unknown
1220,6911,88,Towards,14,6,8,Unknown,Unknown
2421,9446,35,Away,17,8,70,Missile,Unknown
81,117,21,Away,4,1,4,Drone,Unknown
250,1983,19,Towards,2,6,35,Helicopter,Medium
187,1135,83,Away,4,8,24,Helicopter,Medium
1500,11105,76,Away,13,5,87,Missile,Unknown
650,13478,60,Towards,6,10,9,Unknown,Unknown
201,2953,75,Towards,4,5,13,Helicopter,Medium
2416,10114,76,Away,13,1,62,Unknown,Unknown
71,440,37,Away,1,1,28,Drone,Unknown
86,266,11,Away,1,2,4,Drone,Unknown
2650,7906,12,Away,20,5,83,Missile,Unknown
63,314,68,Towards,1,1,0,Drone,Low
722,8371,79,Away,9,9,65,Fighter,Medium
143,248,12,Towards,4,3,2,Drone,Low
199,2159,45,Away,4,7,29,Helicopter,Medium
2265,8752,80,Towards,5,8,33,Unknown,Unknown
2984,1635,35,Away,18,4,73,Missile,Unknown
83,208,43,Towards,3,1,18,Drone,Low
2428,5240,7,Away,19,8,85,Missile,Unknown
1013,8643,14,Towards,8,10,33,Fighter,Critical
1684,8558,46,Away,10,6,85,Missile,Unknown
2338,8126,26,Towards,10,7,90,Missile,Critical
231,2270,85,Towards,3,5,21,Helicopter,Medium
151,908,82,Towards,3,5,39,Helicopter,Medium
231,1724,21,Towards,2,6,17,Helicopter,Medium
711,10123,30,Away,8,7,61,Fighter,Medium
2435,3769,98,Towards,19,9,21,Unknown,Unknown
2162,7785,71,Away,13,4,82,Missile,Unknown
2183,11543,32,Towards,19,4,70,Missile,Critical
1730,2664,65,Towards,16,7,74,Missile,High
257,1861,70,Towards,4,7,34,Helicopter,Medium
249,2669,67,Towards,4,8,24,Helicopter,Medium
129,294,7,Towards,2,1,2,Drone,Low
818,9845,62,Towards,7,10,33,Fighter,Medium
124,422,45,Away,3,3,22,Drone,Unknown
79,184,49,Away,2,2,19,Drone,Unknown
2972,9711,71,Towards,19,7,87,Missile,High
609,10757,30,Away,11,7,19,Unknown,Unknown
850,10276,98,Towards,10,2,67,Unknown,Unknown
246,2015,87,Towards,2,6,37,Helicopter,Medium
101,341,49,Towards,2,1,22,Drone,Low
1738,9101,43,Towards,20,7,90,Missile,Critical
295,8780,68,Away,17,6,81,Unknown,Unknown
1107,12725,46,Away,9,8,39,Fighter,Medium
235,1438,78,Towards,3,5,30,Helicopter,Medium
145,365,89,Towards,1,3,13,Drone,Low
196,1981,89,Towards,4,8,18,Helicopter,Medium
109,472,47,Away,4,1,0,Drone,Unknown
66,175,81,Towards,4,1,11,Drone,Low
119,356,25,Away,3,2,10,Drone,Unknown
146,131,21,Towards,1,1,22,Drone,Low
70,219,56,Towards,3,1,26,Drone,Low
148,207,80,Towards,4,3,6,Drone,Low
100,163,79,Away,2,3,3,Drone,Unknown
146,103,35,Away,1,3,29,Drone,Unknown
1073,9307,98,Towards,12,10,34,Fighter,High
185,7253,44,Towards,4,1,37,Unknown,Unknown
118,112,93,Towards,4,2,25,Drone,Low
1152,12642,44,Away,6,10,31,Fighter,Medium
1076,10130,46,Away,10,7,50,Fighter,Medium
1842,5146,84,Towards,14,9,5,Unknown,Unknown
195,1594,80,Away,4,8,16,Helicopter,Medium
94,488,41,Towards,1,3,20,Drone,Low
1349,7666,98,Towards,13,6,73,Missile,High
186,884,6,Away,5,5,18,Helicopter,Medium
870,13161,59,Away,10,10,51,Fighter,Medium
1195,2500,6,Towards,6,3,57,Unknown,Unknown
701,11440,95,Towards,11,8,45,Fighter,Medium
1213,5249,87,Away,1,3,71,Unknown,Unknown
2366,8638,89,Away,17,9,46,Unknown,Unknown
845,8428,98,Away,12,10,63,Fighter,Medium
105,224,62,Away,4,3,13,Drone,Unknown
295,1743,98,Away,3,5,20,Helicopter,Medium
148,308,69,Towards,1,2,22,Drone,Low
1113,11957,76,Away,12,8,32,Fighter,Medium
108,101,27,Towards,1,3,9,Drone,Low
2232,2331,26,Away,18,5,76,Missile,Unknown
277,2001,87,Away,5,6,28,Helicopter,Medium
1552,3241,74,Away,13,7,71,Missile,Unknown
153,2795,14,Towards,3,8,34,Helicopter,Medium
1416,1878,70,Away,19,7,80,Missile,Unknown
2988,5888,77,Away,11,8,73,Missile,Unknown
2053,5499,7,Away,12,5,80,Missile,Unknown
67,160,8,Towards,4,2,10,Drone,Low
78,497,68,Away,3,3,26,Drone,Unknown
281,1558,63,Towards,3,8,35,Helicopter,Medium
1658,7529,41,Towards,10,7,71,Missile,Critical
1955,14482,61,Away,18,4,47,Unknown,Unknown
286,687,90,Away,2,5,38,Helicopter,Medium
1653,518,16,Away,20,8,71,Missile,Unknown
2967,6971,53,Away,11,6,78,Missile,Unknown
1180,13448,41,Towards,11,9,60,Fighter,Critical
284,1749,78,Towards,4,8,35,Helicopter,Medium
1107,14190,26,Away,10,8,70,Fighter,Medium
1628,8281,91,Away,13,5,70,Missile,Unknown
80,259,56,Away,4,3,25,Drone,Unknown
261,2362,70,Away,3,5,21,Helicopter,Medium
1045,8991,41,Towards,7,7,35,Fighter,Critical
267,2888,26,Away,3,8,18,Helicopter,Medium
1648,7552,69,Towards,14,2,50,Unknown,Unknown
1058,12130,49,Towards,10,7,31,Fighter,Critical
164,1951,7,Towards,4,8,35,Helicopter,Medium
1074,8600,32,Away,10,8,40,Fighter,Medium
196,1088,46,Towards,3,5,26,Helicopter,Medium
143,165,95,Away,2,2,3,Drone,Unknown
1561,3976,73,Away,13,8,86,Missile,Unknown
2075,7557,87,Away,14,7,80,Missile,Unknown
105,316,88,Away,2,3,13,Drone,Unknown
78,138,68,Towards,2,1,30,Drone,Low
920,13254,27,Towards,12,9,35,Fighter,Critical
1165,14983,49,Towards,12,9,66,Fighter,Critical
2362,10066,16,Towards,18,1,29,Unknown,Unknown
51,189,93,Towards,4,1,21,Drone,Low
133,488,42,Towards,2,2,8,Drone,Low
2655,1420,64,Away,11,7,74,Missile,Unknown
703,1665,57,Towards,12,3,51,Unknown,Unknown
2959,4476,43,Away,12,4,78,Missile,Unknown
672,14501,24,Away,15,2,40,Unknown,Unknown
1591,6514,58,Away,14,7,79,Missile,Unknown
1063,10442,92,Away,13,3,22,Unknown,Unknown
54,116,15,Towards,2,2,28,Drone,Low
118,131,38,Away,4,3,20,Drone,Unknown
1357,9166,34,Towards,13,8,86,Missile,Critical
939,9850,23,Away,9,10,33,Fighter,Medium
74,360,38,Away,2,2,11,Drone,Unknown
1158,13040,76,Towards,7,10,41,Fighter,High
128,369,89,Away,2,1,24,Drone,Unknown
235,984,63,Towards,5,7,13,Helicopter,Medium
992,10060,100,Towards,12,9,44,Fighter,High
1679,13356,65,Away,10,4,59,Unknown,Unknown
261,989,47,Away,3,8,26,Helicopter,Medium
2225,3882,51,Away,19,8,84,Missile,Unknown
1768,12052,32,Towards,6,5,68,Unknown,Unknown
1107,13404,6,Away,12,7,37,Fighter,Medium
913,11323,81,Towards,6,7,61,Fighter,High
243,1324,52,Away,4,5,38,Helicopter,Medium
71,468,33,Away,1,1,22,Drone,Unknown
50,147,100,Away,1,1,26,Drone,Unknown
2881,2385,69,Towards,18,8,73,Missile,High
130,108,56,Towards,3,3,22,Drone,Low
90,360,76,Towards,3,2,14,Drone,Low
2063,5872,11,Towards,12,4,74,Missile,Critical
1504,13039,21,Away,6,3,60,Unknown,Unknown
129,332,99,Away,2,3,27,Drone,Unknown
290,1458,39,Away,3,6,14,Helicopter,Medium
296,1236,9,Away,15,2,54,Unknown,Unknown
101,480,28,Away,1,1,24,Drone,Unknown
212,1111,37,Away,2,7,18,Helicopter,Medium
1534,11889,9,Towards,14,8,88,Missile,Critical
2261,11365,50,Away,19,9,83,Unknown,Unknown
211,1516,96,Towards,4,6,25,Helicopter,Medium
376,4231,13,Away,5,10,60,Unknown,Unknown
1062,10403,7,Towards,1,4,7,Unknown,Unknown
2836,2047,24,Towards,18,6,72,Missile,Critical
101,406,67,Away,2,2,7,Drone,Unknown
192,2974,97,Away,4,6,22,Helicopter,Medium
168,2738,61,Towards,3,5,28,Helicopter,Medium
108,454,15,Towards,2,3,8,Drone,Low
2735,3159,29,Towards,13,7,72,Missile,Critical
878,8528,43,Away,8,9,42,Fighter,Medium
184,1980,27,Away,2,7,21,Helicopter,Medium
2940,4468,74,Away,13,4,88,Missile,Unknown
855,11139,50,Towards,8,8,32,Fighter,Medium
621,13890,12,Away,8,8,21,Unknown,Unknown
839,12854,21,Towards,12,8,56,Fighter,Medium
220,1060,51,Towards,3,7,18,Helicopter,Medium
1110,12721,43,Away,8,7,38,Fighter,Medium
939,14778,91,Towards,6,8,33,Fighter,High
1427,13201,14,Away,1,9,21,Unknown,Unknown
2587,6452,30,Away,19,6,82,Missile,Unknown
254,962,89,Away,2,8,1,Unknown,Unknown
2747,6453,32,Towards,20,5,78,Missile,Critical
194,2974,39,Towards,4,7,18,Helicopter,Medium
2602,1024,66,Away,16,8,76,Missile,Unknown
63,330,87,Away,2,3,4,Drone,Unknown
977,11015,55,Away,10,9,34,Fighter,Medium
1063,13127,99,Away,8,10,50,Fighter,Medium
53,5182,57,Towards,3,8,73,Unknown,Unknown
933,13295,26,Away,9,8,51,Fighter,Medium
1577,14237,45,Towards,19,7,73,Unknown,Unknown
2957,4810,82,Away,13,4,70,Missile,Unknown
2139,12739,93,Towards,1,1,76,Unknown,Unknown
1796,10448,31,Towards,11,7,76,Missile,Critical
647,1040,30,Away,18,5,52,Unknown,Unknown
192,2588,23,Towards,5,8,39,Helicopter,Medium
148,371,92,Away,3,3,20,Drone,Unknown
137,124,13,Towards,1,3,3,Drone,Low
80,143,23,Towards,4,3,22,Drone,Low
870,8386,18,Away,9,10,69,Fighter,Medium
927,8342,87,Towards,7,7,67,Fighter,High
125,404,14,Away,4,1,30,Drone,Unknown
238,1896,42,Away,4,5,25,Helicopter,Medium
1151,10792,61,Towards,6,7,31,Fighter,High
68,349,32,Away,4,3,25,Drone,Unknown
295,1977,57,Towards,2,5,18,Helicopter,Medium
131,407,70,Away,3,1,6,Drone,Unknown
1259,6210,67,Away,17,8,81,Missile,Unknown
756,8553,14,Towards,8,10,61,Fighter,Medium
194,811,67,Away,2,5,15,Helicopter,Medium
1850,8988,53,Towards,16,8,79,Missile,High
126,135,59,Towards,1,3,10,Drone,Low
1907,972,84,Away,12,6,84,Missile,Unknown
170,961,59,Towards,4,5,14,Helicopter,Medium
300,2816,28,Towards,5,6,38,Helicopter,Medium
2331,865,32,Away,12,6,64,Unknown,Unknown
1136,9101,94,Away,8,7,50,Fighter,Medium
2302,9502,68,Away,19,8,73,Missile,Unknown
106,420,5,Towards,4,2,14,Drone,Low
2183,6719,97,Away,14,6,88,Missile,Unknown
295,13071,56,Towards,7,6,27,Unknown,Unknown
144,298,16,Away,1,1,7,Drone,Unknown
837,13761,56,Towards,10,7,37,Fighter,Medium
1775,5514,5,Towards,14,6,75,Missile,Critical
988,11533,97,Away,7,9,31,Fighter,Medium
95,368,28,Towards,2,1,2,Drone,Low
1689,2761,60,Away,17,5,80,Missile,Unknown
779,9782,22,Away,11,10,59,Fighter,Medium
1401,12237,39,Away,1,1,17,Unknown,Unknown
895,8323,60,Away,8,7,63,Fighter,Medium
234,2650,97,Towards,3,5,23,Helicopter,Medium
2991,9494,50,Towards,11,6,71,Missile,High
182,1202,91,Away,4,5,34,Helicopter,Medium
391,11149,73,Away,5,4,13,Unknown,Unknown
812,10211,28,Away,11,7,62,Fighter,Medium
819,9196,39,Away,6,7,69,Fighter,Medium
2835,6185,10,Towards,10,5,70,Missile,Critical
1069,8402,65,Towards,5,9,61,Unknown,Unknown
87,465,97,Towards,2,2,27,Drone,Low
1233,8746,40,Away,12,4,73,Missile,Unknown
2427,5209,51,Away,1,10,21,Unknown,Unknown
69,316,33,Towards,1,1,18,Drone,Low
2081,9977,68,Towards,14,6,83,Unknown,Unknown
1011,8317,24,Away,19,6,90,Unknown,Unknown
1163,13386,67,Towards,10,10,66,Fighter,High
1023,10557,23,Towards,8,10,64,Fighter,Critical
962,9603,81,Away,10,8,43,Fighter,Medium
81,207,17,Away,1,2,13,Drone,Unknown
1714,6783,82,Away,13,7,89,Missile,Unknown
1786,1272,100,Towards,10,7,84,Missile,High
1177,13404,33,Away,9,8,37,Fighter,Medium
811,3541,42,Towards,10,4,0,Unknown,Unknown
66,361,27,Away,2,2,21,Drone,Unknown
207,11120,23,Away,13,2,86,Unknown,Unknown
2726,11988,96,Away,19,5,86,Missile,Unknown
277,1969,14,Towards,3,5,22,Helicopter,Medium
179,1484,34,Towards,5,6,30,Helicopter,Medium
2085,3256,86,Away,18,7,90,Missile,Unknown
206,2807,11,Towards,2,7,21,Helicopter,Medium
2705,4426,13,Towards,16,6,83,Missile,Critical
60,269,28,Away,2,3,12,Drone,Unknown
1488,6315,47,Away,3,5,32,Unknown,Unknown
252,2002,14,Away,4,8,38,Helicopter,Medium
202,1310,49,Towards,4,8,39,Helicopter,Medium
286,1619,74,Away,4,5,35,Helicopter,Medium
652,14295,15,Away,12,3,67,Unknown,Unknown
1997,4944,29,Away,7,4,26,Unknown,Unknown
1121,9196,31,Away,10,10,36,Fighter,Medium
1636,5097,20,Towards,11,6,63,Unknown,Unknown
2479,5672,29,Away,2,2,20,Unknown,Unknown
227,1628,78,Away,5,6,31,Helicopter,Medium
703,12862,41,Away,7,8,61,Fighter,Medium
1885,8416,99,Towards,1,1,3,Unknown,Unknown
1829,7892,42,Away,16,6,80,Missile,Unknown
964,9984,71,Towards,11,7,49,Fighter,High
752,12513,41,Away,9,8,62,Fighter,Medium
146,456,58,Towards,1,1,4,Drone,Low
92,339,30,Towards,1,3,16,Drone,Low
885,12680,38,Towards,8,7,67,Fighter,Medium
154,1379,43,Away,5,7,39,Helicopter,Medium
159,1838,25,Towards,2,7,12,Helicopter,Medium
1250,14477,64,Away,7,1,34,Unknown,Unknown
1545,11705,94,Away,12,7,78,Missile,Unknown
170,2244,85,Towards,4,7,18,Helicopter,Medium
169,1950,66,Towards,3,6,24,Helicopter,Medium
675,8161,22,Away,11,3,49,Unknown,Unknown
75,101,45,Away,4,3,4,Drone,Unknown
947,11148,83,Towards,10,8,50,Fighter,High
858,13814,46,Towards,14,4,17,Unknown,Unknown
287,2406,25,Towards,5,5,14,Helicopter,Medium
1683,8506,91,Away,18,4,72,Missile,Unknown
1455,12403,25,Towards,20,7,6,Unknown,Unknown
1073,14197,36,Away,7,7,56,Fighter,Medium
1547,14012,56,Towards,4,4,48,Unknown,Unknown
2100,8245,56,Away,12,6,46,Unknown,Unknown
1407,6595,38,Towards,19,4,89,Missile,Critical
228,1326,32,Away,5,7,16,Helicopter,Medium
804,906,45,Away,9,3,37,Unknown,Unknown
287,6437,75,Away,2,8,55,Unknown,Unknown
905,14692,8,Towards,11,8,63,Fighter,Critical
87,363,46,Away,3,2,10,Drone,Unknown
201,2744,51,Away,2,7,13,Helicopter,Medium
149,146,73,Away,2,2,15,Drone,Unknown
2874,3480,49,Towards,19,8,73,Missile,Critical
2547,5009,70,Towards,16,5,75,Missile,High
857,10521,89,Away,10,9,65,Fighter,Medium
78,340,50,Towards,4,2,11,Drone,Low
103,378,90,Away,1,2,14,Drone,Unknown
266,1926,77,Away,3,5,11,Helicopter,Medium
1085,9108,13,Towards,7,7,53,Fighter,Critical
1041,10735,71,Towards,12,7,38,Fighter,High
70,344,82,Away,1,1,6,Drone,Unknown
211,1238,16,Towards,2,8,29,Helicopter,Medium
759,10427,24,Away,5,4,75,Unknown,Unknown
2013,4861,80,Away,12,4,87,Missile,Unknown
1558,6213,5,Away,3,1,67,Unknown,Unknown
127,170,67,Towards,4,1,5,Drone,Low
2312,14593,99,Towards,19,9,63,Unknown,Unknown
883,8061,42,Away,11,8,43,Fighter,Medium
92,192,58,Away,4,3,22,Drone,Unknown
1110,9150,69,Towards,8,9,39,Fighter,High
1741,7604,21,Away,16,4,0,Unknown,Unknown
1869,6068,98,Towards,12,5,80,Missile,High
2135,1301,95,Towards,20,6,51,Unknown,Unknown
240,1223,5,Towards,2,5,40,Helicopter,Medium
890,8987,19,Away,12,7,44,Fighter,Medium
147,120,88,Towards,4,3,17,Drone,Low
112,420,90,Towards,1,1,27,Drone,Low
115,226,63,Towards,1,1,10,Drone,Low
1424,8316,44,Away,15,8,80,Missile,Unknown
1083,9520,97,Away,9,8,47,Fighter,Medium
220,11232,61,Away,17,7,25,Unknown,Unknown
149,256,67,Towards,3,2,3,Drone,Low
1115,821,21,Towards,17,9,78,Unknown,Unknown
1186,13104,17,Away,8,10,60,Fighter,Medium
1850,3094,66,Away,9,3,56,Unknown,Unknown
210,1588,18,Away,5,5,29,Helicopter,Medium
145,361,51,Away,2,2,1,Drone,Unknown
2893,5298,85,Towards,18,5,74,Missile,High
150,201,11,Away,3,1,9,Drone,Unknown
1381,7396,96,Towards,11,6,88,Missile,High
1719,2880,5,Towards,17,6,86,Missile,Critical
1579,9870,92,Towards,4,7,68,Unknown,Unknown
752,11339,8,Towards,10,10,54,Fighter,Medium
222,1419,21,Towards,2,5,37,Helicopter,Medium
249,2743,31,Away,3,6,38,Helicopter,Medium
723,14766,94,Towards,8,7,59,Fighter,Medium
1233,7566,18,Towards,17,6,86,Missile,Critical
888,622,24,Away,5,2,60,Unknown,Unknown
198,2135,97,Away,2,6,22,Helicopter,Medium
1492,3774,40,Towards,15,8,89,Missile,Critical
1045,13255,91,Away,12,9,53,Fighter,Medium
1364,1732,98,Towards,17,5,89,Missile,High
665,14302,11,Towards,14,7,26,Unknown,Unknown
1989,2483,67,Away,20,8,90,Missile,Unknown
2073,11973,38,Towards,19,7,87,Missile,Critical
951,11027,74,Away,7,8,31,Fighter,Medium
155,2736,32,Towards,3,5,23,Helicopter,Medium
121,405,24,Away,2,2,26,Drone,Unknown
148,301,49,Away,3,2,9,Drone,Unknown
141,300,73,Towards,2,2,2,Drone,Low
776,12983,16,Away,8,9,36,Fighter,Medium
779,9611,66,Towards,6,8,90,Unknown,Unknown
268,2738,7,Away,2,6,13,Helicopter,Medium
109,127,42,Towards,4,2,22,Drone,Low
1872,10742,98,Away,7,1,71,Unknown,Unknown
68,239,38,Towards,3,2,13,Drone,Low
240,1382,97,Away,4,8,36,Helicopter,Medium
81,132,50,Away,3,1,8,Drone,Unknown
2527,1112,30,Towards,15,6,84,Missile,Critical
150,259,98,Away,1,1,23,Drone,Unknown
86,210,72,Towards,1,1,13,Drone,Low
868,9383,37,Away,12,9,38,Fighter,Medium
1553,10681,14,Towards,18,8,85,Missile,Critical
73,164,94,Away,3,3,25,Drone,Unknown
113,412,41,Away,2,3,7,Drone,Unknown
748,14100,81,Towards,10,9,40,Fighter,Medium
59,13137,99,Towards,18,5,16,Unknown,Unknown
2447,5230,68,Towards,4,8,31,Unknown,Unknown
920,13468,93,Towards,7,10,30,Fighter,High
103,181,77,Towards,2,3,0,Drone,Low
202,2277,20,Away,3,8,17,Helicopter,Medium
1650,9860,92,Towards,15,5,90,Missile,High
1157,5787,9,Away,11,8,16,Unknown,Unknown
2623,3742,38,Away,11,4,74,Missile,Unknown
108,349,42,Away,2,1,14,Drone,Unknown
756,13275,47,Towards,6,7,63,Fighter,Medium
1822,10769,19,Away,19,5,5,Unknown,Unknown
1752,7670,71,Towards,11,4,76,Missile,High
1006,8478,99,Towards,6,7,61,Fighter,High
2666,9985,64,Away,13,6,74,Missile,Unknown
912,11297,71,Away,6,9,34,Fighter,Medium
1695,1359,79,Away,6,1,72,Unknown,Unknown
1790,1631,96,Away,13,6,79,Missile,Unknown
161,648,99,Towards,5,8,16,Helicopter,Medium
1625,8164,38,Away,17,4,78,Missile,Unknown
159,1060,48,Towards,2,8,19,Helicopter,Medium
1430,2259,78,Towards,15,5,70,Missile,High
1880,989,98,Away,11,6,80,Missile,Unknown
383,3796,21,Towards,19,9,36,Unknown,Unknown
2122,10600,26,Towards,11,3,78,Unknown,Unknown
1104,12734,44,Away,11,10,57,Fighter,Medium
2133,11191,83,Away,18,3,10,Unknown,Unknown
154,1982,18,Towards,3,8,12,Helicopter,Medium
169,2657,21,Away,5,7,12,Helicopter,Medium
1738,6039,8,Towards,2,8,6,Unknown,Unknown
135,294,29,Towards,3,2,20,Drone,Low
2829,8778,58,Away,18,6,72,Missile,Unknown
518,1601,48,Away,17,5,27,Unknown,Unknown
1268,12663,37,Away,10,2,74,Unknown,Unknown
2409,4632,48,Towards,12,6,83,Missile,Critical
229,1833,30,Towards,2,7,16,Helicopter,Medium
77,368,62,Away,1,3,27,Drone,Unknown
593,4422,84,Towards,8,7,64,Unknown,Unknown
198,2407,13,Away,3,8,30,Helicopter,Medium
742,13424,36,Towards,8,9,48,Fighter,Medium
1093,14086,94,Towards,9,10,37,Fighter,High
1040,13566,62,Towards,9,8,32,Fighter,High
65,456,29,Towards,2,3,22,Drone,Low
2220,4673,21,Towards,2,2,26,Unknown,Unknown
279,788,17,Away,4,5,38,Helicopter,Medium
1850,1992,9,Towards,2,2,41,Unknown,Unknown
166,1849,73,Towards,5,5,23,Helicopter,Medium
1297,3322,32,Towards,12,5,79,Missile,Critical
1765,5724,22,Away,18,8,75,Missile,Unknown
736,12227,8,Away,17,6,34,Unknown,Unknown
65,222,95,Away,2,1,8,Drone,Unknown
2891,9817,48,Away,19,4,86,Missile,Unknown
98,238,74,Towards,2,1,15,Drone,Low
129,158,21,Away,2,3,2,Drone,Unknown
216,2106,52,Towards,2,8,38,Helicopter,Medium
1337,1006,11,Away,10,8,75,Missile,Unknown
241,2672,13,Towards,4,8,32,Helicopter,Medium
1022,9516,98,Away,8,7,61,Fighter,Medium
78,181,70,Towards,2,3,4,Drone,Low
151,2746,16,Away,2,7,24,Helicopter,Medium
1721,11737,8,Away,18,7,83,Missile,Unknown
62,170,81,Towards,1,2,29,Drone,Low
2051,2545,51,Towards,15,5,75,Missile,High
261,1894,26,Away,2,8,11,Helicopter,Medium
179,2714,62,Away,5,7,17,Helicopter,Medium
2479,14168,20,Away,12,3,54,Unknown,Unknown
